id1,latitude,longitude,id,value,units
fc1746cc,51.4816,-0.1918,wind_gust,18,mph
fc1746cc,51.4816,-0.1918,wind_speed,11,mph
ffzp2gv8,51.5033,-0.0357,feels_like_temperature,14,C
ffzp2gv8,51.5033,-0.0357,precipitation_probability,3,%
ffzp2gv8,51.5033,-0.0357,screen_relative_humidity,67,%
ffzp2gv8,51.5033,-0.0357,temperature,16,C
ffzp2gv8,51.5033,-0.0357,wind_gust,13,mph
ffzp2gv8,51.5033,-0.0357,wind_speed,9,mph
geqxtgyv,51.5102,-0.0837,feels_like_temperature,14,C
geqxtgyv,51.5102,-0.0837,precipitation_probability,3,%
geqxtgyv,51.5102,-0.0837,screen_relative_humidity,66,%
geqxtgyv,51.5102,-0.0837,temperature,16,C
geqxtgyv,51.5102,-0.0837,wind_gust,13,mph
geqxtgyv,51.5102,-0.0837,wind_speed,9,mph
jwv9gy19,51.605,-0.0619,feels_like_temperature,14,C
jwv9gy19,51.605,-0.0619,precipitation_probability,53,%
jwv9gy19,51.605,-0.0619,screen_relative_humidity,57,%
jwv9gy19,51.605,-0.0619,temperature,17,C
jwv9gy19,51.605,-0.0619,wind_gust,18,mph
jwv9gy19,51.605,-0.0619,wind_speed,13,mph
jzdrpqv3,51.4779,-0.01,feels_like_temperature,16,C
jzdrpqv3,51.4779,-0.01,precipitation_probability,5,%
jzdrpqv3,51.4779,-0.01,screen_relative_humidity,54,%
jzdrpqv3,51.4779,-0.01,temperature,18,C
jzdrpqv3,51.4779,-0.01,wind_gust,13,mph
jzdrpqv3,51.4779,-0.01,wind_speed,9,mph
k7hgqfc6,51.5458,-0.0549,feels_like_temperature,15,C
k7hgqfc6,51.5458,-0.0549,precipitation_probability,52,%
k7hgqfc6,51.5458,-0.0549,screen_relative_humidity,57,%
k7hgqfc6,51.5458,-0.0549,temperature,17,C
k7hgqfc6,51.5458,-0.0549,wind_gust,16,mph
k7hgqfc6,51.5458,-0.0549,wind_speed,9,mph
kw3crb9x,51.5077,-0.165,feels_like_temperature,14,C
kw3crb9x,51.5077,-0.165,precipitation_probability,4,%
kw3crb9x,51.5077,-0.165,screen_relative_humidity,66,%
kw3crb9x,51.5077,-0.165,temperature,16,C
kw3crb9x,51.5077,-0.165,wind_gust,13,mph
kw3crb9x,51.5077,-0.165,wind_speed,9,mph
m5kkfy87,51.503,0.003,feels_like_temperature,14,C
m5kkfy87,51.503,0.003,precipitation_probability,4,%
m5kkfy87,51.503,0.003,screen_relative_humidity,68,%
m5kkfy87,51.503,0.003,temperature,16,C
m5kkfy87,51.503,0.003,wind_gust,13,mph
m5kkfy87,51.503,0.003,wind_speed,9,mph
mpybqt3n,51.4846,-0.1164,feels_like_temperature,16,C
mpybqt3n,51.4846,-0.1164,precipitation_probability,30,%
mpybqt3n,51.4846,-0.1164,screen_relative_humidity,51,%
mpybqt3n,51.4846,-0.1164,temperature,18,C
mpybqt3n,51.4846,-0.1164,wind_gust,18,mph
mpybqt3n,51.4846,-0.1164,wind_speed,11,mph
ndxyx3kq,51.5294,-0.1728,feels_like_temperature,14,C
ndxyx3kq,51.5294,-0.1728,precipitation_probability,50,%
ndxyx3kq,51.5294,-0.1728,screen_relative_humidity,59,%
ndxyx3kq,51.5294,-0.1728,temperature,16,C
ndxyx3kq,51.5294,-0.1728,wind_gust,18,mph
ndxyx3kq,51.5294,-0.1728,wind_speed,11,mph
nmem8fqj,51.477,0.004,feels_like_temperature,15,C
nmem8fqj,51.477,0.004,precipitation_probability,48,%
nmem8fqj,51.477,0.004,screen_relative_humidity,55,%
nmem8fqj,51.477,0.004,temperature,17,C
nmem8fqj,51.477,0.004,wind_gust,13,mph
nmem8fqj,51.477,0.004,wind_speed,9,mph
p6gkqb3w,51.5535,-0.1033,feels_like_temperature,14,C
p6gkqb3w,51.5535,-0.1033,precipitation_probability,5,%
p6gkqb3w,51.5535,-0.1033,screen_relative_humidity,58,%
p6gkqb3w,51.5535,-0.1033,temperature,17,C
p6gkqb3w,51.5535,-0.1033,wind_gust,18,mph
p6gkqb3w,51.5535,-0.1033,wind_speed,11,mph
qc1p4x29,51.534,-0.009,feels_like_temperature,16,C
qc1p4x29,51.534,-0.009,precipitation_probability,77,%
qc1p4x29,51.534,-0.009,screen_relative_humidity,54,%
qc1p4x29,51.534,-0.009,temperature,18,C
qc1p4x29,51.534,-0.009,wind_gust,13,mph
qc1p4x29,51.534,-0.009,wind_speed,9,mph
qk8q6xae,51.4847,-0.1752,feels_like_temperature,15,C
qk8q6xae,51.4847,-0.1752,precipitation_probability,1,%
qk8q6xae,51.4847,-0.1752,screen_relative_humidity,65,%
qk8q6xae,51.4847,-0.1752,temperature,16,C
qk8q6xae,51.4847,-0.1752,wind_gust,13,mph
qk8q6xae,51.4847,-0.1752,wind_speed,9,mph
sc8akz0t,51.6001,-0.1082,feels_like_temperature,14,C
sc8akz0t,51.6001,-0.1082,precipitation_probability,53,%
sc8akz0t,51.6001,-0.1082,screen_relative_humidity,58,%
sc8akz0t,51.6001,-0.1082,temperature,17,C
sc8akz0t,51.6001,-0.1082,wind_gust,20,mph
sc8akz0t,51.6001,-0.1082,wind_speed,13,mph
swz7sy4j,51.5901,-0.0198,feels_like_temperature,14,C
swz7sy4j,51.5901,-0.0198,precipitation_probability,4,%
swz7sy4j,51.5901,-0.0198,screen_relative_humidity,68,%
swz7sy4j,51.5901,-0.0198,temperature,16,C
swz7sy4j,51.5901,-0.0198,wind_gust,13,mph
swz7sy4j,51.5901,-0.0198,wind_speed,9,mph
th905z91,51.5175,-0.044,feels_like_temperature,15,C
th905z91,51.5175,-0.044,precipitation_probability,48,%
th905z91,51.5175,-0.044,screen_relative_humidity,57,%
th905z91,51.5175,-0.044,temperature,17,C
th905z91,51.5175,-0.044,wind_gust,13,mph
th905z91,51.5175,-0.044,wind_speed,9,mph
tpabg3mh,51.48593,-0.05096,feels_like_temperature,16,C
tpabg3mh,51.48593,-0.05096,precipitation_probability,5,%
tpabg3mh,51.48593,-0.05096,screen_relative_humidity,52,%
tpabg3mh,51.48593,-0.05096,temperature,18,C
tpabg3mh,51.48593,-0.05096,wind_gust,11,mph
tpabg3mh,51.48593,-0.05096,wind_speed,7,mph
wj4ffx3h,51.4917,-0.1833,feels_like_temperature,15,C
wj4ffx3h,51.4917,-0.1833,precipitation_probability,1,%
wj4ffx3h,51.4917,-0.1833,screen_relative_humidity,65,%
wj4ffx3h,51.4917,-0.1833,temperature,16,C
wj4ffx3h,51.4917,-0.1833,wind_gust,13,mph
wj4ffx3h,51.4917,-0.1833,wind_speed,9,mph
xgp9qgr8,51.5313,0.0397,feels_like_temperature,14,C
xgp9qgr8,51.5313,0.0397,precipitation_probability,4,%
xgp9qgr8,51.5313,0.0397,screen_relative_humidity,68,%
xgp9qgr8,51.5313,0.0397,temperature,16,C
xgp9qgr8,51.5313,0.0397,wind_gust,13,mph
xgp9qgr8,51.5313,0.0397,wind_speed,9,mph
xp05s1v3,51.5103,-0.0969,feels_like_temperature,16,C
xp05s1v3,51.5103,-0.0969,precipitation_probability,30,%
xp05s1v3,51.5103,-0.0969,screen_relative_humidity,54,%
xp05s1v3,51.5103,-0.0969,temperature,18,C
xp05s1v3,51.5103,-0.0969,wind_gust,16,mph
xp05s1v3,51.5103,-0.0969,wind_speed,9,mph
z3vxvtd8,51.4789,-0.1995,feels_like_temperature,15,C
z3vxvtd8,51.4789,-0.1995,precipitation_probability,30,%
z3vxvtd8,51.4789,-0.1995,screen_relative_humidity,55,%
z3vxvtd8,51.4789,-0.1995,temperature,17,C
z3vxvtd8,51.4789,-0.1995,wind_gust,18,mph
z3vxvtd8,51.4789,-0.1995,wind_speed,11,mph
z505zncq,51.5623,-0.1824,feels_like_temperature,14,C
z505zncq,51.5623,-0.1824,precipitation_probability,30,%
z505zncq,51.5623,-0.1824,screen_relative_humidity,60,%
z505zncq,51.5623,-0.1824,temperature,16,C
z505zncq,51.5623,-0.1824,wind_gust,18,mph
z505zncq,51.5623,-0.1824,wind_speed,13,mph
zaabsfrs,51.5081,-0.1248,feels_like_temperature,15,C
zaabsfrs,51.5081,-0.1248,precipitation_probability,3,%
zaabsfrs,51.5081,-0.1248,screen_relative_humidity,65,%
zaabsfrs,51.5081,-0.1248,temperature,16,C
zaabsfrs,51.5081,-0.1248,wind_gust,13,mph
zaabsfrs,51.5081,-0.1248,wind_speed,9,mph
zgysx70x,51.505,-0.132,feels_like_temperature,16,C
zgysx70x,51.505,-0.132,precipitation_probability,52,%
zgysx70x,51.505,-0.132,screen_relative_humidity,51,%
zgysx70x,51.505,-0.132,temperature,18,C
zgysx70x,51.505,-0.132,wind_gust,18,mph
zgysx70x,51.505,-0.132,wind_speed,11,mph
zv1yd4y6,51.5015,-0.1962,feels_like_temperature,15,C
zv1yd4y6,51.5015,-0.1962,precipitation_probability,1,%
zv1yd4y6,51.5015,-0.1962,screen_relative_humidity,66,%
zv1yd4y6,51.5015,-0.1962,temperature,16,C
zv1yd4y6,51.5015,-0.1962,wind_gust,16,mph
zv1yd4y6,51.5015,-0.1962,wind_speed,9,mph
1,51.56375,0.177891,Nitrogen Dioxide,1,NO2
1,51.56375,0.177891,Sulphur Dioxide,1,SO2
1,51.52939,0.132857,Nitrogen Dioxide,1,NO2
1,51.52939,0.132857,PM10 Particulate,1,PM10
3,51.494648,0.137279111,Nitrogen Dioxide,1,NO2
3,51.494648,0.137279111,Ozone,2,O3
3,51.494648,0.137279111,PM10 Particulate,1,PM10
3,51.494648,0.137279111,PM10 Particulate,1,PM10
3,51.490612,0.158914494,PM10 Particulate,1,PM10
3,51.465984,0.184877127,Nitrogen Dioxide,1,NO2
3,51.465984,0.184877127,Ozone,2,O3
3,51.465984,0.184877127,Sulphur Dioxide,1,SO2
3,51.490612,0.158914494,Nitrogen Dioxide,1,NO2
3,51.490612,0.158914494,PM10 Particulate,1,PM10
3,51.465984,0.184877127,PM2.5 Particulate,1,PM25
3,51.4563,0.085606,Nitrogen Dioxide,2,NO2
3,51.4563,0.085606,Ozone,1,O3
3,51.4563,0.085606,PM10 Particulate,1,PM10
4,51.552475,-0.258089,Nitrogen Dioxide,2,NO2
4,51.552475,-0.258089,Ozone,1,O3
4,51.552475,-0.258089,PM10 Particulate,2,PM10
4,51.552654,-0.248774,Nitrogen Dioxide,2,NO2
4,51.5378,-0.247793,Nitrogen Dioxide,2,NO2
4,51.5378,-0.247793,PM10 Particulate,1,PM10
6,51.522285,-0.125848,Nitrogen Dioxide,1,NO2
6,51.522285,-0.125848,Ozone,1,O3
6,51.522285,-0.125848,PM10 Particulate,1,PM10
6,51.522285,-0.125848,PM2.5 Particulate,1,PM25
6,51.522285,-0.125848,Sulphur Dioxide,1,SO2
6,51.54422,-0.175284,Nitrogen Dioxide,2,NO2
6,51.54422,-0.175284,PM10 Particulate,1,PM10
6,51.54422,-0.175284,PM2.5 Particulate,1,PM25
6,51.527706,-0.129053205,Nitrogen Dioxide,2,NO2
6,51.527706,-0.129053205,PM10 Particulate,2,PM10
6,51.527706,-0.129053205,PM2.5 Particulate,2,PM25
6,51.51737,-0.120194711,Nitrogen Dioxide,2,NO2
7,51.513847,-0.077765682,Nitrogen Dioxide,1,NO2
7,51.513847,-0.077765682,PM10 Particulate,2,PM10
7,51.520226,-0.096106047,Nitrogen Dioxide,2,NO2
7,51.520226,-0.096106047,PM10 Particulate,2,PM10
7,51.509544,-0.087357198,PM10 Particulate,2,PM10
8,51.41135,-0.12311,Nitrogen Dioxide,1,NO2
8,51.362232,-0.117604507,Nitrogen Dioxide,1,NO2
8,51.373955,-0.096763847,Nitrogen Dioxide,1,NO2
9,51.53085,-0.292488,Nitrogen Dioxide,2,NO2
9,51.518948,-0.265617,Nitrogen Dioxide,1,NO2
9,51.518948,-0.265617,PM10 Particulate,2,PM10
9,51.52361,-0.265502632,PM10 Particulate,2,PM10
9,51.518917,-0.265652052,PM10 Particulate,2,PM10
10,51.64504,-0.066180066,Nitrogen Dioxide,1,NO2
10,51.614864,-0.050765836,Nitrogen Dioxide,1,NO2
10,51.614864,-0.050765836,PM10 Particulate,2,PM10
10,51.614864,-0.050765836,Sulphur Dioxide,1,SO2
10,51.613865,-0.125338,PM10 Particulate,1,PM10
10,51.668644,-0.022007206,Nitrogen Dioxide,1,NO2
11,51.490532,0.074003,Nitrogen Dioxide,1,NO2
11,51.490532,0.074003,PM10 Particulate,1,PM10
11,51.492573,0.017697,Nitrogen Dioxide,1,NO2
11,51.492573,0.017697,PM10 Particulate,1,PM10
11,51.492573,0.017697,PM2.5 Particulate,1,PM25
11,51.486958,0.095111,Nitrogen Dioxide,1,NO2
11,51.486958,0.095111,Ozone,1,O3
11,51.486958,0.095111,PM10 Particulate,1,PM10
11,51.486958,0.095111,PM2.5 Particulate,1,PM25
11,51.43466,0.064222467,Nitrogen Dioxide,1,NO2
11,51.43466,0.064222467,PM10 Particulate,2,PM10
11,51.45258,0.070766,Nitrogen Dioxide,1,NO2
11,51.45258,0.070766,Ozone,1,O3
11,51.45258,0.070766,PM10 Particulate,1,PM10
11,51.45258,0.070766,PM2.5 Particulate,1,PM25
11,51.45258,0.070766,Sulphur Dioxide,1,SO2
11,51.472504,-0.012381,Nitrogen Dioxide,2,NO2
11,51.472504,-0.012381,PM10 Particulate,2,PM10
11,51.486885,0.017901,Nitrogen Dioxide,2,NO2
11,51.486885,0.017901,Ozone,1,O3
11,51.486885,0.017901,PM10 Particulate,2,PM10
11,51.456356,0.040725,Nitrogen Dioxide,1,NO2
11,51.456356,0.040725,Ozone,1,O3
11,51.456356,0.040725,PM10 Particulate,1,PM10
11,51.456356,0.040725,PM2.5 Particulate,1,PM25
12,51.526455,-0.08491,Nitrogen Dioxide,2,NO2
12,51.526455,-0.08491,Ozone,1,O3
12,51.526455,-0.08491,PM10 Particulate,1,PM10
13,51.504562,-0.224670007,Nitrogen Dioxide,2,NO2
13,51.504562,-0.224670007,PM10 Particulate,2,PM10
14,51.5993,-0.068218,Nitrogen Dioxide,1,NO2
14,51.583977,-0.125400278,Nitrogen Dioxide,1,NO2
14,51.583977,-0.125400278,Ozone,2,O3
15,51.61733,-0.298775,Nitrogen Dioxide,1,NO2
15,51.61733,-0.298775,PM10 Particulate,1,PM10
15,51.61733,-0.298775,PM2.5 Particulate,1,PM25
16,51.520786,0.205460706,Nitrogen Dioxide,1,NO2
16,51.520786,0.205460706,PM10 Particulate,1,PM10
16,51.520786,0.205460706,PM2.5 Particulate,1,PM25
16,51.572975,0.179079,Nitrogen Dioxide,1,NO2
17,51.496307,-0.460826,Nitrogen Dioxide,2,NO2
17,51.496307,-0.460826,Ozone,2,O3
19,51.555378,-0.116146,Nitrogen Dioxide,2,NO2
19,51.555378,-0.116146,PM10 Particulate,1,PM10
19,51.557896,-0.106989,Nitrogen Dioxide,1,NO2
19,51.557896,-0.106989,PM10 Particulate,1,PM10
20,51.521046,-0.21349214,Nitrogen Dioxide,1,NO2
20,51.521046,-0.21349214,Ozone,2,O3
20,51.521046,-0.21349214,PM10 Particulate,1,PM10
20,51.521046,-0.21349214,PM2.5 Particulate,1,PM25
20,51.521046,-0.21349214,Sulphur Dioxide,1,SO2
20,51.495502,-0.178809464,Nitrogen Dioxide,1,NO2
20,51.495502,-0.178809464,PM10 Particulate,1,PM10
20,51.495502,-0.178809464,PM2.5 Particulate,2,PM25
20,51.499138,-0.164337605,Nitrogen Dioxide,2,NO2
20,51.48744,-0.168397129,Nitrogen Dioxide,2,NO2
20,51.490196,-0.190863311,Nitrogen Dioxide,3,NO2
20,51.521065,-0.21344617,PM10 Particulate,1,PM10
21,51.413692,-0.302269,Nitrogen Dioxide,1,NO2
21,51.37931,-0.281259,Nitrogen Dioxide,1,NO2
22,51.464115,-0.114581027,Nitrogen Dioxide,3,NO2
22,51.464115,-0.114581027,PM10 Particulate,2,PM10
22,51.485485,-0.124545235,Nitrogen Dioxide,2,NO2
22,51.485485,-0.124545235,PM10 Particulate,2,PM10
22,51.485485,-0.124545235,Sulphur Dioxide,1,SO2
22,51.428215,-0.131868639,Nitrogen Dioxide,1,NO2
22,51.428215,-0.131868639,PM10 Particulate,2,PM10
23,51.44547,-0.020266,Nitrogen Dioxide,1,NO2
23,51.44547,-0.020266,Sulphur Dioxide,1,SO2
23,51.46469,-0.016068243,PM10 Particulate,1,PM10
24,51.416138,-0.192230805,PM10 Particulate,1,PM10
26,51.57661,0.030858,Nitrogen Dioxide,1,NO2
26,51.57661,0.030858,PM10 Particulate,1,PM10
26,51.569485,0.082907475,Nitrogen Dioxide,1,NO2
26,51.569485,0.082907475,Ozone,2,O3
27,51.453144,-0.341218138,Nitrogen Dioxide,1,NO2
27,51.453144,-0.341218138,PM10 Particulate,1,PM10
27,51.48019,-0.237335,Nitrogen Dioxide,1,NO2
27,51.48019,-0.237335,PM10 Particulate,1,PM10
27,51.47617,-0.230427,Nitrogen Dioxide,1,NO2
27,51.47617,-0.230427,Ozone,2,O3
27,51.47617,-0.230427,PM10 Particulate,1,PM10
27,51.424305,-0.345714576,Nitrogen Dioxide,1,NO2
27,51.424305,-0.345714576,Ozone,2,O3
27,51.425255,-0.345608291,PM2.5 Particulate,1,PM25
28,51.4805,-0.059552893,Nitrogen Dioxide,2,NO2
28,51.4805,-0.059552893,PM10 Particulate,1,PM10
28,51.493156,-0.101527038,Nitrogen Dioxide,1,NO2
28,51.493156,-0.101527038,Ozone,1,O3
29,51.36532,-0.165936,Nitrogen Dioxide,1,NO2
29,51.36532,-0.165936,Ozone,2,O3
29,51.358658,-0.149723947,Nitrogen Dioxide,2,NO2
29,51.358658,-0.149723947,PM10 Particulate,1,PM10
29,51.389286,-0.141661525,Nitrogen Dioxide,1,NO2
29,51.389286,-0.141661525,PM10 Particulate,2,PM10
29,51.377922,-0.240414,Nitrogen Dioxide,2,NO2
29,51.377922,-0.240414,PM10 Particulate,1,PM10
29,51.383564,-0.136417861,Nitrogen Dioxide,1,NO2
29,51.383564,-0.136417861,PM10 Particulate,1,PM10
30,51.52253,-0.042155099,Nitrogen Dioxide,1,NO2
30,51.515045,-0.008418493,Nitrogen Dioxide,2,NO2
30,51.515045,-0.008418493,Ozone,1,O3
30,51.515045,-0.008418493,PM10 Particulate,2,PM10
30,51.515045,-0.008418493,PM2.5 Particulate,1,PM25
30,51.489136,-0.012976931,Nitrogen Dioxide,1,NO2
32,51.456963,-0.191074,Nitrogen Dioxide,1,NO2
32,51.456963,-0.191074,Ozone,3,O3
32,51.456963,-0.191074,Sulphur Dioxide,1,SO2
32,51.46343,-0.215871,Nitrogen Dioxide,4,NO2
32,51.46343,-0.215871,PM10 Particulate,2,PM10
32,51.463722,-0.215890144,Nitrogen Dioxide,3,NO2
32,51.46503,-0.215824581,PM10 Particulate,1,PM10
32,51.47944,-0.141786954,Nitrogen Dioxide,1,NO2
32,51.47944,-0.141786954,PM10 Particulate,2,PM10
32,51.429333,-0.166524,PM10 Particulate,1,PM10
32,51.46369,-0.166713486,Nitrogen Dioxide,1,NO2
32,51.46369,-0.166713486,PM10 Particulate,1,PM10
33,51.52254,-0.15459,Nitrogen Dioxide,2,NO2
33,51.52254,-0.15459,Ozone,1,O3
33,51.52254,-0.15459,PM10 Particulate,2,PM10
33,51.52254,-0.15459,Sulphur Dioxide,1,SO2
33,51.52254,-0.15459,PM10 Particulate,2,PM10
33,51.52254,-0.15459,PM2.5 Particulate,1,PM25
33,51.511997,-0.116715,Nitrogen Dioxide,3,NO2
33,51.494682,-0.131938,Nitrogen Dioxide,1,NO2
33,51.494682,-0.131938,PM10 Particulate,1,PM10
33,51.513927,-0.152792702,Nitrogen Dioxide,2,NO2
4avbjhnw,51.5,-0.16667,humidity,67,%
4avbjhnw,51.5,-0.16667,maximum_temperature,16.34,ÂC
4avbjhnw,51.5,-0.16667,minimum_temperature,16.34,ÂC
4avbjhnw,51.5,-0.16667,pressure,1028.24,hPa
4avbjhnw,51.5,-0.16667,pressure_at_ground_level,1028.24,hPa
4avbjhnw,51.5,-0.16667,pressure_at_sea_level,1035.79,hPa
4avbjhnw,51.5,-0.16667,temperature,16.34,ÂC
4avbjhnw,51.5,-0.16667,wind_direction,159.502,degrees
4avbjhnw,51.5,-0.16667,wind_speed,1.88,m/s
4sjqvdb0,51.543129,-0.14987,clouds_percentage,48,%
4sjqvdb0,51.543129,-0.14987,humidity,77,%
4sjqvdb0,51.543129,-0.14987,maximum_temperature,23,ÂC
4sjqvdb0,51.543129,-0.14987,minimum_temperature,19.44,ÂC
4sjqvdb0,51.543129,-0.14987,pressure,1011,hPa
4sjqvdb0,51.543129,-0.14987,temperature,20.93,ÂC
4sjqvdb0,51.543129,-0.14987,wind_direction,90,degrees
4sjqvdb0,51.543129,-0.14987,wind_speed,4.1,m/s
5egv5qa4,51.542809,-0.15942,humidity,67,%
5egv5qa4,51.542809,-0.15942,maximum_temperature,16.34,ÂC
5egv5qa4,51.542809,-0.15942,minimum_temperature,16.34,ÂC
5egv5qa4,51.542809,-0.15942,pressure,1028.24,hPa
5egv5qa4,51.542809,-0.15942,pressure_at_ground_level,1028.24,hPa
5egv5qa4,51.542809,-0.15942,pressure_at_sea_level,1035.79,hPa
5egv5qa4,51.542809,-0.15942,temperature,16.34,ÂC
5egv5qa4,51.542809,-0.15942,wind_direction,159.502,degrees
5egv5qa4,51.542809,-0.15942,wind_speed,1.88,m/s
argf4rw8,51.5,-0.16667,humidity,60,%
